S. no.,PC #,PC,Administrative District,Organisational District,AC #,AC Name,Catg.,Caste,Population %,Given Count,"Voters 
GE 2024"
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,OBC,Kamboj,0.0,-,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,OBC,Labana,0.0,-,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,SC,Ravidassia,17.01,29610,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,SC,Balmiki,10.00,17406,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,SC,Bazigar,6.00,10443,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,SC,Mazhabi Sikh,0.0,-,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,SC,Bhagat,0.0,-,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,MIN,Muslim,0.0,-,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,57,57. Khanna,-,Unknown,1.99,3461,174061
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,GEN,Brahmin,13.00,22984,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,GEN,Jatt Sikh,32.00,56580,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,GEN,Khatri,6.00,10609,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,GEN,Bhappe,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,GEN,Baniya,3.00,5304,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,OBC,Saini,1.00,1768,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,OBC,Sikh Rajput,6.00,10609,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,OBC,Kamboj,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,OBC,Labana,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,SC,Ravidassia,20.00,35363,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,SC,Balmiki,8.00,14145,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,SC,Bazigar,8.00,14145,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,SC,Mazhabi Sikh,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,SC,Bhagat,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,MIN,Muslim,0.0,-,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,58,58. Samrala,-,Unknown,3.00,5308,176815
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,GEN,Brahmin,12.00,32601,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,GEN,Jatt Sikh,35.00,95086,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,GEN,Khatri,10.00,27167,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,GEN,Bhappe,9.00,24451,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,GEN,Baniya,3.00,8151,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,OBC,Saini,2.00,5434,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,OBC,Sikh Rajput,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,OBC,Kamboj,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,OBC,Labana,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,SC,Ravidassia,18.02,48946,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,SC,Balmiki,7.00,19017,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,SC,Bazigar,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,SC,Mazhabi Sikh,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,SC,Bhagat,0.0,-,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,MIN,Muslim,1.00,2717,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Ludhiana Rural,59,59. Sahnewal,-,Unknown,2.98,8105,271675
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),GEN,Brahmin,11.21,18546,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),GEN,Jatt Sikh,29.00,47985,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),GEN,Khatri,5.60,9273,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),GEN,Bhappe,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),GEN,Baniya,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),OBC,Saini,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),OBC,Sikh Rajput,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),OBC,Kamboj,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),OBC,Labana,13.45,22255,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),SC,Ravidassia,20.17,33372,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),SC,Balmiki,8.97,14837,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),SC,Bazigar,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),SC,Mazhabi Sikh,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),SC,Bhagat,7.84,12972,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),MIN,Muslim,0.0,-,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Khanna,67,67. Payal (SC),-,Unknown,3.76,6226,165466
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),GEN,Brahmin,10.00,14799,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),GEN,Jatt Sikh,30.00,44397,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),GEN,Khatri,4.00,5919,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),GEN,Bhappe,0.0,-,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),GEN,Baniya,4.00,5920,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),OBC,Saini,2.00,2960,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),OBC,Sikh Rajput,6.00,8879,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),OBC,Kamboj,0.0,-,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),OBC,Labana,0.0,-,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),SC,Ravidassia,22.01,32578,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),SC,Balmiki,13.00,19238,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),SC,Bazigar,3.00,4440,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),SC,Mazhabi Sikh,3.00,4439,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),SC,Bhagat,0.0,-,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),MIN,Muslim,0.0,-,147991
8,8,8. Fatehgarh Sahib,Ludhiana,Jagraon,69,69. Raikot (SC),-,Unknown,2.99,4422,147991
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),GEN,Brahmin,11.00,18164,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),GEN,Jatt Sikh,30.00,49539,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),GEN,Khatri,15.00,24769,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),GEN,Bhappe,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),GEN,Baniya,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),OBC,Saini,2.00,3303,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),OBC,Sikh Rajput,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),OBC,Kamboj,2.00,3303,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),OBC,Labana,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),SC,Ravidassia,17.00,28073,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),SC,Balmiki,9.00,14863,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),SC,Bazigar,7.00,11559,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),SC,Mazhabi Sikh,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),SC,Bhagat,0.0,-,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),MIN,Muslim,2.00,3302,165132
8,8,8. Fatehgarh Sahib,Malerkotla,Malerkotla,106,106. Amargarh (SC),-,Unknown,5.00,8257,165132
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),GEN,Jatt Sikh,35.00,69280,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),GEN,Brahmin,3.00,5938,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),GEN,Baniya,2.00,3959,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),GEN,Khatri,10.00,19794,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),GEN,Rajput,0.0,-,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),OBC,Ramgarhia,5.00,9897,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),OBC,Nai,1.00,1980,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),OBC,Saini,6.00,11877,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),OBC,Kamboj,0.0,-,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),SC,Mazhabi Sikh,15.00,29691,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),SC,Bazigar,0.0,-,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),SC,Ravidassia,14.00,27712,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),SC,Rai Sikh,4.00,7919,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),SC,Balmiki,0.0,-,197944
9,9,9. Faridkot,Moga,Moga,71,71. Nihal Singhwala (SC),-,Unknown,5.00,9897,197944
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,GEN,Jatt Sikh,29.00,50160,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,GEN,Brahmin,3.00,5189,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,GEN,Baniya,3.00,5189,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,GEN,Khatri,6.00,10378,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,GEN,Rajput,0.0,-,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,OBC,Ramgarhia,3.00,5189,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,OBC,Nai,3.00,5189,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,OBC,Saini,5.00,8648,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,OBC,Kamboj,4.00,6918,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,SC,Mazhabi Sikh,17.02,29431,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,SC,Bazigar,0.0,-,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,SC,Ravidassia,18.01,31153,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,SC,Rai Sikh,4.00,6919,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,SC,Balmiki,2.00,3451,172968
9,9,9. Faridkot,Moga,Moga,72,72. Bhagha Purana,-,Unknown,2.98,5154,172968
9,9,9. Faridkot,Moga,Moga,73,73. Moga,GEN,Jatt Sikh,33.00,69212,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,GEN,Brahmin,2.00,4199,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,GEN,Baniya,3.00,6294,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,GEN,Khatri,8.00,16778,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,GEN,Rajput,0.0,-,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,OBC,Ramgarhia,3.00,6294,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,OBC,Nai,2.00,4195,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,OBC,Saini,4.00,8390,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,OBC,Kamboj,0.0,-,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,SC,Mazhabi Sikh,13.00,27269,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,SC,Bazigar,0.0,-,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,SC,Ravidassia,23.00,48239,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,SC,Rai Sikh,2.99,6269,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,SC,Balmiki,1.00,2099,209727
9,9,9. Faridkot,Moga,Moga,73,73. Moga,-,Unknown,5.00,10489,209727
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,GEN,Jatt Sikh,26.00,47428,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,GEN,Brahmin,3.00,5472,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,GEN,Baniya,2.00,3648,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,GEN,Khatri,12.00,21890,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,GEN,Rajput,2.00,3648,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,OBC,Ramgarhia,2.00,3648,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,OBC,Nai,2.00,3648,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,OBC,Saini,9.00,16417,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,OBC,Kamboj,0.0,-,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,SC,Mazhabi Sikh,12.00,21890,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,SC,Bazigar,0.0,-,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,SC,Ravidassia,18.00,32833,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,SC,Rai Sikh,5.00,9125,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,SC,Balmiki,2.00,3648,182415
9,9,9. Faridkot,Moga,Moga,74,74. Dharamkot,-,Unknown,5.00,9120,182415
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,GEN,Jatt Sikh,30.00,50161,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,GEN,Brahmin,11.00,18393,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,GEN,Baniya,8.00,13376,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,GEN,Khatri,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,GEN,Rajput,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,OBC,Ramgarhia,5.00,8360,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,OBC,Nai,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,OBC,Saini,7.00,11700,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,OBC,Kamboj,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,SC,Mazhabi Sikh,15.00,25081,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,SC,Bazigar,1.00,1672,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,SC,Ravidassia,21.97,36740,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,SC,Rai Sikh,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,SC,Balmiki,0.0,-,167205
9,9,9. Faridkot,Mukatsar,Mukatsar,84,84. Gidderbaha,-,Unknown,1.03,1722,167205
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,GEN,Jatt Sikh,32.00,56949,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,GEN,Brahmin,3.00,5338,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,GEN,Baniya,2.00,3559,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,GEN,Khatri,13.00,23135,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,GEN,Rajput,0.0,-,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,OBC,Ramgarhia,3.00,5339,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,OBC,Nai,2.00,3559,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,OBC,Saini,0.0,-,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,OBC,Kamboj,0.0,-,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,SC,Mazhabi Sikh,13.00,23136,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,SC,Bazigar,4.00,7118,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,SC,Ravidassia,15.00,26694,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,SC,Rai Sikh,9.00,16017,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,SC,Balmiki,0.0,-,177962
9,9,9. Faridkot,Faridkot,Faridkot,87,87. Faridkot,-,Unknown,4.00,7118,177962
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,GEN,Jatt Sikh,31.00,50556,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,GEN,Brahmin,3.00,4893,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,GEN,Baniya,3.00,4893,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,GEN,Khatri,11.00,17939,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,GEN,Rajput,0.0,-,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,OBC,Ramgarhia,7.00,11416,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,OBC,Nai,8.00,13047,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,OBC,Saini,7.00,11416,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,OBC,Kamboj,0.0,-,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,SC,Mazhabi Sikh,13.00,21201,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,SC,Bazigar,0.0,-,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,SC,Ravidassia,14.00,22832,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,SC,Rai Sikh,0.0,-,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,SC,Balmiki,0.0,-,163085
9,9,9. Faridkot,Faridkot,Faridkot,88,88. Kotkapura,-,Unknown,3.00,4892,163085
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),GEN,Jatt Sikh,33.00,50171,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),GEN,Brahmin,8.00,12163,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),GEN,Baniya,4.00,6081,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),GEN,Khatri,9.00,13683,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),GEN,Rajput,1.00,1520,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),OBC,Ramgarhia,1.00,1520,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),OBC,Nai,2.00,3041,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),OBC,Saini,6.00,9122,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),OBC,Kamboj,5.00,7602,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),SC,Mazhabi Sikh,11.00,16723,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),SC,Bazigar,0.0,-,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),SC,Ravidassia,15.00,22806,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),SC,Rai Sikh,0.0,-,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),SC,Balmiki,0.0,-,152033
9,9,9. Faridkot,Faridkot,Faridkot,89,89. Jaitu (SC),-,Unknown,5.00,7601,152033
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,GEN,Jatt Sikh,30.00,51208,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,GEN,Brahmin,3.00,5121,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,GEN,Baniya,4.00,6828,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,GEN,Khatri,6.00,10241,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,GEN,Rajput,0.0,-,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,OBC,Ramgarhia,9.00,15363,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,OBC,Nai,2.99,5102,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,OBC,Saini,5.00,8535,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,OBC,Kamboj,0.0,-,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,SC,Mazhabi Sikh,14.01,23919,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,SC,Bazigar,0.0,-,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,SC,Ravidassia,18.03,30782,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,SC,Rai Sikh,4.00,6828,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,SC,Balmiki,0.0,-,170694
9,9,9. Faridkot,Bathinda,Bathinda Rural,90,90. Rampura Phul,-,Unknown,3.96,6767,170694
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Jatt Sikh,25.00,43995,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Brahmin,20.00,35196,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Rajput,2.00,3520,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Khatri,4.00,7039,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Baniya,5.20,9151,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Sikh Khatri,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Hindu Jat,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,GEN,Bishnoi,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Kamboj,3.00,5279,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Ramgarhia,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Saini,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Gujjar,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Kumhar,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Tarkhan,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,OBC,Sikh Rajput,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Ravidassia,14.00,24637,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Balmiki,15.00,26397,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Mazhabi Sikh,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Rai Sikh,0.0,-,175981
10,10,10. Firozpur,Firozpur,Firozpur,76,76. Firozpur City,SC,Bazigar,2.00,3520,175981
